,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,251,276,630.8229364920237,0.0,3117.5455063627646,0.8663322703643044,0.7976539764360958,0.7774999900253484,0.7976539764360957,0.8530187514762869,0.1021573765900327,89.35858991106817,235.55531437477666,4.320705044465916
