,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,272,378,526.8821530888839,0.0,5092.327675293513,0.9459345699653737,0.8965341221765515,0.8562128609659428,0.8965341221765516,0.9248649538489384,0.06844949741588201,262.7573915115534,705.4002491914695,2.621304244223303
