Duration_minutes,PE1,PE2,EE1,EE2,SI1,SI2,FC1,FC2,HM1,HM2,PV1,PV2,HB1,HB2,VO1,VO2,TR1,TR2,EX1,EX2,ER1,ER2,AX1,AX2,BI1,BI2,BI3,BI4,Role,Education,Industry,Experience,Disability,Usage_MSCopilot,Usage_ChatGPT,Usage_Gemini,Usage_Other,AI_Adoption,AI_Adoption_Level,Primary_Tool,Experience_Level,Work_Context,Usage_Intensity,Total_Usage_Score
4.15,4,3,3,4,2,2,2,2,4,4,4,3,4,3,4,4,3,3,4,4,5,5,4,4,3,3,4,2,Business Professional,Associate's Degree,Education,7-10 years,Yes,1,5,3,1,1,Multiple,ChatGPT,Senior,Professional,Medium,10
8.85,2,2,3,3,2,4,3,3,1,1,2,2,1,1,1,4,2,2,4,3,1,3,4,2,2,2,2,2,Administrator,Bachelor's Degree,Other,7-10 years,No,1,1,2,1,1,Single,Gemini,Senior,Professional,Low,5
3.8833333333333333,2,2,2,2,1,2,4,2,1,1,1,1,1,1,1,4,1,1,1,3,5,5,5,5,1,1,1,1,Other,Some College,Education,More than 10 years,No,1,1,1,1,0,None,None,Expert,Professional,Non-User,4
4.433333333333334,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Healthcare Professional,Associate's Degree,Government,More than 10 years,No,3,1,1,1,1,Single,MSCopilot,Expert,Professional,Low,6
3.4166666666666665,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,IT Professional,Bachelor's Degree,Healthcare,7-10 years,No,3,4,3,2,1,Multiple,ChatGPT,Senior,Professional,Medium,12
4.35,4,4,4,5,4,5,4,4,4,5,4,4,3,3,4,4,4,4,4,5,2,5,2,2,4,4,5,4,Researcher,Associate's Degree,Healthcare,4-6 years,No,4,5,4,3,1,Multiple,ChatGPT,Mid,Academic-Faculty,High,16
7.166666666666667,5,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,4,4,4,5,2,4,2,4,5,4,5,5,Researcher,Bachelor's Degree,Education,More than 10 years,No,4,5,5,4,1,Multiple,ChatGPT,Expert,Academic-Faculty,High,18
2.716666666666667,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Researcher,Bachelor's Degree,Non-profit,More than 10 years,No,4,4,2,2,1,Multiple,ChatGPT,Expert,Academic-Faculty,Medium,12
2.1,2,3,4,4,3,3,2,3,4,4,2,3,2,2,2,5,2,3,5,5,5,5,4,5,4,3,4,4,Administrator,Associate's Degree,Education,7-10 years,No,3,1,4,2,1,Multiple,Gemini,Senior,Professional,Medium,10
10.066666666666666,4,3,3,2,2,4,1,1,3,4,4,4,2,2,4,4,4,5,2,4,4,4,2,2,3,4,4,3,Business Professional,High School,Education,More than 10 years,No,1,1,2,1,1,Single,Gemini,Expert,Professional,Low,5
4.133333333333334,3,3,3,3,2,2,2,1,1,1,3,3,1,1,4,4,3,3,1,4,2,4,4,4,3,2,3,3,Other,Master's Degree,Education,More than 10 years,No,1,1,3,1,1,Single,Gemini,Expert,Professional,Low,6
3.2,1,1,2,2,3,2,2,2,3,2,1,2,1,1,1,5,3,2,3,3,5,5,5,3,1,1,1,1,Researcher,Some College,Education,7-10 years,No,1,1,1,1,0,None,None,Senior,Academic-Faculty,Non-User,4
3.4833333333333334,5,4,4,4,4,4,2,3,5,4,4,5,4,4,5,5,4,4,2,4,2,4,2,5,4,4,4,4,Researcher,Associate's Degree,Healthcare,More than 10 years,No,4,4,3,2,1,Multiple,ChatGPT,Expert,Academic-Faculty,High,13
13.116666666666667,4,4,4,4,3,3,2,3,4,3,4,3,3,2,3,4,3,3,4,3,4,5,4,4,3,3,3,3,Administrator,Associate's Degree,Technology,1-3 years,No,4,1,4,2,1,Multiple,MSCopilot,Early,Professional,Medium,11
5.6,3,2,3,2,2,2,2,2,2,3,2,3,2,2,2,5,2,2,2,4,2,4,5,2,4,3,3,4,Other,Associate's Degree,Education,More than 10 years,No,1,2,3,1,1,Multiple,Gemini,Expert,Professional,Low,7
5.5,3,3,3,4,3,4,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,5,4,4,4,4,4,4,IT Professional,Associate's Degree,Healthcare,More than 10 years,No,2,3,2,2,1,Multiple,ChatGPT,Expert,Professional,Medium,9
4.466666666666667,5,5,4,4,4,5,3,3,5,4,5,4,4,4,3,2,4,4,4,5,2,2,2,4,4,4,4,4,Other,Bachelor's Degree,Technology,More than 10 years,No,2,5,2,1,1,Multiple,ChatGPT,Expert,Professional,Medium,10
3.5,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,4,2,4,3,3,4,3,4,4,Administrator,Associate's Degree,Manufacturing,1-3 years,Yes,1,2,4,1,1,Multiple,Gemini,Early,Professional,Low,8
5.25,3,4,4,4,3,4,4,4,3,4,3,4,3,2,3,2,3,3,4,5,2,4,5,4,4,3,3,4,Administrator,Some College,Technology,Less than 1 year,No,3,3,1,1,1,Multiple,ChatGPT,Entry,Professional,Low,8
2.75,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,2,5,2,5,4,4,4,4,4,2,Administrator,Associate's Degree,Education,7-10 years,No,4,4,4,1,1,Multiple,ChatGPT,Senior,Professional,High,13
2.533333333333333,3,4,4,3,3,5,3,4,4,4,3,2,4,2,2,3,2,2,4,3,4,4,4,4,4,3,3,4,Business Professional,Some College,Education,4-6 years,No,3,4,3,2,1,Multiple,ChatGPT,Mid,Professional,Medium,12
7.433333333333334,1,1,2,2,1,2,2,2,3,2,2,3,2,2,5,5,3,5,2,3,2,5,5,1,2,2,5,3,IT Professional,Associate's Degree,Manufacturing,More than 10 years,No,3,1,3,1,1,Multiple,MSCopilot,Expert,Professional,Low,8
2.716666666666667,3,3,2,2,2,3,3,2,3,3,2,2,4,4,3,2,4,2,3,2,2,4,4,4,3,3,2,2,Instructor/Teacher,Some College,Government,More than 10 years,Yes,1,1,2,1,1,Single,Gemini,Expert,Academic-Faculty,Low,5
3.683333333333333,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,IT Professional,Associate's Degree,Education,4-6 years,No,4,3,3,3,1,Multiple,MSCopilot,Mid,Professional,High,13
6.083333333333333,5,4,4,4,5,4,4,5,5,3,4,5,4,3,4,2,4,5,4,5,4,3,3,2,4,5,4,3,Researcher,Associate's Degree,Healthcare,1-3 years,No,5,5,4,3,1,Multiple,ChatGPT,Early,Academic-Faculty,High,17
3.066666666666667,3,3,4,3,2,4,4,4,2,2,2,2,4,4,1,4,3,3,3,3,4,4,4,5,1,2,2,2,IT Professional,Some College,Education,7-10 years,Yes,1,1,1,1,0,None,None,Senior,Professional,Non-User,4
1.25,3,4,3,3,3,4,3,2,3,4,3,3,4,3,3,2,3,3,3,4,3,3,3,4,3,2,3,4,Healthcare Professional,Associate's Degree,Education,1-3 years,No,3,2,3,3,1,Multiple,MSCopilot,Early,Professional,Medium,11
3.216666666666667,1,1,3,2,1,2,1,1,1,1,1,3,1,1,1,5,2,2,3,5,2,5,5,2,2,1,2,1,Administrator,Master's Degree,Retail,More than 10 years,No,2,1,1,1,1,Single,MSCopilot,Expert,Professional,Low,5
5.866666666666666,4,4,2,4,4,4,5,4,4,4,4,4,2,4,4,5,5,4,4,4,4,4,2,2,4,4,4,4,Other,Associate's Degree,Technology,More than 10 years,No,1,4,1,1,1,Single,ChatGPT,Expert,Professional,Low,7
2.95,5,5,4,4,2,4,4,4,4,4,4,4,4,2,4,5,3,3,3,4,2,4,3,5,4,4,4,4,Administrator,Bachelor's Degree,Non-profit,More than 10 years,No,4,4,3,1,1,Multiple,ChatGPT,Expert,Professional,Medium,12
9.166666666666666,5,5,4,5,4,4,3,4,4,4,4,5,3,4,4,4,5,4,3,5,3,2,2,3,4,4,4,4,Administrator,Some College,Technology,More than 10 years,No,4,4,5,4,1,Multiple,Gemini,Expert,Professional,High,17
5.9,2,4,4,2,2,4,2,4,2,4,2,4,2,2,4,4,3,3,4,4,4,4,4,4,3,4,3,2,IT Professional,Bachelor's Degree,Retail,More than 10 years,No,3,3,4,2,1,Multiple,Gemini,Expert,Professional,Medium,12
2.6166666666666667,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,5,5,1,1,1,1,1,Administrator,High School,Government,More than 10 years,Yes,1,1,1,1,0,None,None,Expert,Professional,Non-User,4
2.75,3,2,3,3,2,2,3,2,2,2,3,2,1,1,1,4,1,2,3,4,2,5,5,3,1,1,1,1,Researcher,Associate's Degree,Technology,More than 10 years,No,1,1,1,1,0,None,None,Expert,Academic-Faculty,Non-User,4
3.3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Administrator,Associate's Degree,Finance,1-3 years,No,2,3,3,2,1,Multiple,ChatGPT,Early,Professional,Medium,10
2.183333333333333,3,3,3,4,2,2,2,3,4,3,3,3,1,1,3,3,2,2,3,3,5,5,5,5,3,3,3,3,IT Professional,Some College,Manufacturing,4-6 years,No,4,2,3,1,1,Multiple,MSCopilot,Mid,Professional,Medium,10
2.6333333333333333,4,3,3,3,4,4,3,3,4,4,4,4,2,2,3,4,4,4,3,4,4,4,4,5,3,3,2,2,Other,Associate's Degree,Education,More than 10 years,No,2,2,3,1,1,Multiple,Gemini,Expert,Professional,Low,8
3.95,5,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,2,3,4,4,5,4,Business Professional,Associate's Degree,Education,4-6 years,No,3,5,1,1,1,Multiple,ChatGPT,Mid,Professional,Medium,10
4.55,5,4,3,4,4,4,2,2,5,5,5,5,4,5,5,5,5,4,2,4,1,4,2,4,4,5,5,4,Administrator,Bachelor's Degree,Technology,More than 10 years,No,1,4,1,1,1,Single,ChatGPT,Expert,Professional,Low,7
3.9,5,4,4,2,3,5,4,3,4,3,3,4,2,2,1,1,3,3,2,4,4,3,4,4,4,4,5,5,Administrator,Associate's Degree,Finance,1-3 years,No,2,4,1,1,1,Multiple,ChatGPT,Early,Professional,Low,8
5.85,4,4,3,2,2,4,2,2,2,3,3,3,3,3,3,4,1,2,4,4,4,4,4,4,3,3,3,3,IT Professional,Associate's Degree,Education,More than 10 years,No,3,1,1,1,1,Single,MSCopilot,Expert,Professional,Low,6
2.716666666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,Administrator,Some College,Education,7-10 years,No,1,1,1,1,0,None,None,Senior,Professional,Non-User,4
3.8833333333333333,4,3,3,3,4,5,4,3,3,3,3,3,4,3,4,4,1,3,2,5,3,4,3,1,3,1,3,1,Administrator,Associate's Degree,Retail,4-6 years,No,4,4,1,3,1,Multiple,ChatGPT,Mid,Professional,Medium,12
4.9,4,4,3,2,2,2,3,3,2,2,2,3,3,2,3,3,2,2,3,4,4,4,4,2,3,2,2,2,IT Professional,Some College,Technology,More than 10 years,No,3,1,1,1,1,Single,MSCopilot,Expert,Professional,Low,6
3.9833333333333334,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4,4,2,4,4,4,4,IT Professional,Associate's Degree,Education,More than 10 years,No,4,3,2,1,1,Multiple,MSCopilot,Expert,Professional,Medium,10
3.7333333333333334,4,3,4,4,3,3,4,4,4,4,4,4,3,2,3,2,3,3,4,4,2,4,3,4,3,3,2,3,Healthcare Professional,Associate's Degree,Government,More than 10 years,No,1,3,1,1,1,Single,ChatGPT,Expert,Professional,Low,6
2.7666666666666666,2,2,2,2,2,2,1,3,2,2,2,2,1,1,1,5,3,3,2,3,3,4,4,4,2,1,2,1,Administrator,Some College,Government,More than 10 years,No,1,1,2,1,1,Single,Gemini,Expert,Professional,Low,5
9.433333333333334,4,4,4,3,5,5,5,5,3,4,5,5,3,2,4,1,5,4,4,4,2,1,1,3,4,5,5,5,Administrator,Associate's Degree,Healthcare,More than 10 years,No,3,4,4,1,1,Multiple,ChatGPT,Expert,Professional,Medium,12
9.233333333333333,4,4,3,3,4,3,2,3,4,4,3,4,3,3,4,3,4,4,4,4,2,2,2,4,4,4,4,4,Administrator,Some College,Education,4-6 years,No,4,2,2,1,1,Multiple,MSCopilot,Mid,Professional,Medium,9
5.033333333333333,4,4,5,4,3,5,2,2,4,4,4,4,5,5,2,5,3,3,4,3,1,5,4,2,4,4,5,3,Administrator,Some College,Manufacturing,More than 10 years,No,3,1,1,1,1,Single,MSCopilot,Expert,Professional,Low,6
3.5,4,4,4,3,4,4,4,4,4,4,4,3,2,4,4,4,3,3,3,3,4,2,3,2,4,4,4,4,Healthcare Professional,Some College,Education,1-3 years,No,2,3,3,3,1,Multiple,ChatGPT,Early,Professional,Medium,11
3.716666666666667,4,4,5,5,3,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,Administrator,Some College,Government,More than 10 years,No,1,3,1,2,1,Multiple,ChatGPT,Expert,Professional,Low,7
3.566666666666667,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,2,4,2,4,5,4,1,1,1,1,Business Professional,Bachelor's Degree,Education,More than 10 years,No,1,1,2,1,1,Single,Gemini,Expert,Professional,Low,5
2.6333333333333333,4,3,5,5,1,1,1,1,5,4,5,4,4,4,1,5,1,2,5,4,1,4,5,1,1,1,1,1,Administrator,Associate's Degree,Technology,Less than 1 year,No,1,3,1,1,1,Single,ChatGPT,Entry,Professional,Low,6
2.9166666666666665,3,2,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,Business Professional,Bachelor's Degree,Education,1-3 years,No,1,1,1,1,0,None,None,Early,Professional,Non-User,4
4.45,2,2,3,2,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,5,5,5,5,1,1,1,1,Administrator,High School,Government,7-10 years,No,1,1,1,1,0,None,None,Senior,Professional,Non-User,4
2.0833333333333335,4,3,4,4,2,2,2,4,4,3,4,4,4,2,4,4,2,3,2,4,2,4,4,4,3,4,4,2,Student,Some College,Education,Less than 1 year,No,3,4,2,1,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,10
3.2,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,4,1,5,5,1,1,1,1,1,Student,Some College,Education,Less than 1 year,Prefer not to say,1,1,1,1,0,None,None,Entry,Academic-Student,Non-User,4
7.266666666666667,4,4,4,4,3,2,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,5,5,5,4,5,5,Student,Some College,Retail,Less than 1 year,No,4,5,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,11
7.766666666666667,4,3,5,4,3,4,5,4,3,3,4,4,2,2,4,3,4,4,4,4,2,3,2,2,4,4,2,3,Student,High School,Education,Less than 1 year,No,1,4,3,2,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,10
3.316666666666667,4,4,5,5,4,4,2,4,2,4,4,4,4,2,5,2,3,2,2,5,2,5,4,2,4,4,4,2,Student,Some College,Healthcare,Less than 1 year,No,3,3,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Low,8
3.9,4,3,3,3,2,2,3,3,3,4,4,3,2,2,3,3,3,4,3,4,5,5,4,4,3,2,3,3,Student,High School,Technology,More than 10 years,No,1,4,1,1,1,Single,ChatGPT,Expert,Academic-Student,Low,7
3.7333333333333334,4,2,4,3,4,3,2,4,2,3,5,2,2,2,2,5,2,1,4,5,1,5,5,1,1,1,1,1,Student,Some College,Technology,Less than 1 year,Yes,1,3,3,1,1,Multiple,ChatGPT,Entry,Academic-Student,Low,8
6.45,4,3,5,4,3,3,4,4,3,3,4,4,5,4,4,4,3,4,2,4,5,3,4,2,3,3,2,2,Student,Some College,Education,Less than 1 year,No,1,5,3,4,1,Multiple,ChatGPT,Entry,Academic-Student,High,13
3.966666666666667,2,1,4,5,1,4,2,1,1,2,1,1,1,1,1,2,1,1,5,4,4,5,4,4,2,1,2,1,Student,Some College,Education,Less than 1 year,No,1,3,1,1,1,Single,ChatGPT,Entry,Academic-Student,Low,6
2.4833333333333334,5,1,5,5,2,2,3,5,5,3,5,5,4,4,5,5,5,4,5,2,2,1,2,4,5,4,4,3,Student,Some College,Education,1-3 years,Yes,1,4,3,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,9
2.566666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,Student,Some College,Education,4-6 years,Yes,1,1,1,1,0,None,None,Mid,Academic-Student,Non-User,4
4.65,3,3,2,4,3,3,3,4,2,2,3,3,2,1,2,5,3,3,2,3,4,4,5,4,2,2,2,1,Student,Associate's Degree,Manufacturing,1-3 years,Prefer not to say,1,1,1,1,0,None,None,Early,Academic-Student,Non-User,4
3.4,3,4,4,4,2,2,3,4,3,4,2,3,4,2,4,4,3,3,4,5,4,3,4,4,4,3,3,3,Student,High School,Education,Less than 1 year,No,3,3,3,2,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,11
573.8,4,4,3,4,3,4,3,4,4,4,3,4,3,3,4,5,4,4,4,4,3,3,3,3,3,4,3,3,Student,High School,Education,Less than 1 year,No,3,3,3,3,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,12
2.433333333333333,4,3,3,3,2,5,4,2,2,4,4,3,2,2,4,5,2,3,3,4,4,4,5,3,3,3,4,4,Student,Associate's Degree,Technology,1-3 years,No,3,4,2,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,10
57.38333333333333,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,3,4,3,4,4,4,3,Student,Associate's Degree,Retail,1-3 years,No,2,5,1,2,1,Multiple,ChatGPT,Early,Academic-Student,Medium,10
1.3833333333333333,3,2,3,3,3,5,4,2,4,1,5,5,3,2,5,4,2,2,4,3,3,4,4,2,2,4,2,2,Student,Some College,Government,More than 10 years,No,3,5,3,4,1,Multiple,ChatGPT,Expert,Academic-Student,High,15
2.3333333333333335,4,3,5,4,3,3,3,4,3,3,5,4,4,2,4,4,3,3,4,4,1,3,4,2,2,3,3,2,Student,Associate's Degree,Technology,4-6 years,No,1,4,1,1,1,Single,ChatGPT,Mid,Academic-Student,Low,7
10.65,4,3,3,2,4,3,4,4,4,4,3,3,3,4,2,4,4,4,4,2,2,3,3,2,2,4,2,3,Student,Some College,Manufacturing,Less than 1 year,No,3,4,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,9
3.183333333333333,3,2,3,2,3,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,5,5,5,2,2,2,3,2,Student,Some College,Technology,1-3 years,No,3,2,1,1,1,Multiple,MSCopilot,Early,Academic-Student,Low,7
3.1333333333333333,4,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,3,4,3,3,4,4,Student,Some College,Finance,1-3 years,No,3,4,2,4,1,Multiple,ChatGPT,Early,Academic-Student,High,13
4.833333333333333,3,3,4,4,4,4,4,3,3,3,2,2,2,2,2,4,3,2,3,4,5,4,4,4,2,3,4,2,Student,Associate's Degree,Education,1-3 years,No,5,2,1,3,1,Multiple,MSCopilot,Early,Academic-Student,Medium,11
2.5166666666666666,3,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,Student,High School,Education,Less than 1 year,No,1,2,1,1,1,Single,ChatGPT,Entry,Academic-Student,Low,5
2.816666666666667,4,4,4,3,4,4,5,4,2,2,3,4,4,4,4,4,3,4,4,5,2,5,5,4,4,5,4,3,Student,High School,Technology,1-3 years,No,3,4,4,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,12
8.566666666666666,1,5,5,5,5,4,5,4,4,5,5,3,5,5,4,5,4,4,4,4,2,4,2,4,2,4,4,4,Student,Associate's Degree,Retail,Less than 1 year,No,4,3,4,4,1,Multiple,MSCopilot,Entry,Academic-Student,High,15
3.4166666666666665,4,2,4,4,2,4,3,4,2,3,4,4,4,2,4,5,2,3,1,5,3,4,5,4,2,3,2,2,Student,Some College,Education,Less than 1 year,No,2,1,3,4,1,Multiple,Other,Entry,Academic-Student,Medium,10
3.0,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,Instructor/Teacher,Associate's Degree,Technology,4-6 years,No,4,5,1,3,1,Multiple,ChatGPT,Mid,Academic-Faculty,High,13
3.3333333333333335,5,5,5,4,3,4,5,5,4,4,5,5,4,4,4,5,5,5,3,4,1,1,2,2,4,4,4,4,Student,Some College,Manufacturing,Less than 1 year,No,1,5,4,3,1,Multiple,ChatGPT,Entry,Academic-Student,High,13
10.916666666666666,4,3,2,4,1,4,2,4,3,3,3,1,4,4,3,3,3,3,4,5,4,5,5,4,1,2,3,3,Student,Some College,Other,1-3 years,Yes,5,5,2,1,1,Multiple,ChatGPT,Early,Academic-Student,High,13
8.233333333333333,4,3,4,4,3,3,2,4,1,2,4,3,4,2,4,4,3,3,4,4,4,4,4,4,4,3,3,3,Student,Associate's Degree,Education,1-3 years,No,3,4,2,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,10
2.65,4,4,4,4,3,2,4,4,3,3,4,3,3,2,4,4,4,4,4,4,2,4,4,4,3,4,4,2,Student,Some College,Non-profit,Less than 1 year,Yes,2,4,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Low,8
1.5333333333333334,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,2,4,4,4,4,4,Student,Some College,Other,Less than 1 year,No,1,5,1,1,1,Single,ChatGPT,Entry,Academic-Student,Low,8
4.1,5,4,5,4,4,4,4,5,5,5,3,4,4,3,5,5,4,4,5,4,5,4,3,4,3,5,4,3,Student,High School,Technology,1-3 years,No,4,4,2,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,11
3.4166666666666665,4,4,5,3,3,3,2,4,4,4,5,3,4,4,5,5,3,4,4,5,2,3,4,2,5,4,3,4,Student,Some College,Manufacturing,Less than 1 year,No,2,1,1,4,1,Multiple,Other,Entry,Academic-Student,Low,8
2.6333333333333333,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,Student,Some College,Healthcare,Less than 1 year,No,3,3,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Low,8
6.833333333333333,4,3,4,5,3,2,4,3,3,4,3,4,4,4,3,3,4,5,3,4,3,4,3,2,4,3,2,3,Student,High School,Education,4-6 years,No,4,4,4,3,1,Multiple,ChatGPT,Mid,Academic-Student,High,15
2.466666666666667,5,4,5,5,3,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,4,4,5,5,5,4,Student,Some College,Education,1-3 years,Yes,1,5,2,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,9
3.6666666666666665,5,3,5,4,3,3,2,4,2,2,4,4,5,4,4,5,4,4,2,3,1,4,5,5,3,3,2,3,Student,Some College,Education,1-3 years,No,1,5,1,1,1,Single,ChatGPT,Early,Academic-Student,Low,8
20.316666666666666,2,1,3,3,2,1,2,3,1,1,3,3,1,1,3,4,1,1,4,3,3,2,4,4,2,1,2,1,Student,High School,Education,Less than 1 year,No,2,2,3,1,1,Multiple,Gemini,Entry,Academic-Student,Low,8
12.083333333333334,3,3,4,3,2,3,2,4,2,3,3,3,2,4,4,5,3,3,2,4,2,4,3,1,2,3,1,1,Student,Some College,Manufacturing,Less than 1 year,Prefer not to say,2,1,1,1,1,Single,MSCopilot,Entry,Academic-Student,Low,5
4.033333333333333,4,3,5,5,3,2,2,3,3,3,2,3,3,3,3,4,3,2,4,2,2,3,4,2,4,3,1,2,Student,High School,Finance,Less than 1 year,No,2,4,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Low,8
2.9166666666666665,4,4,3,2,1,2,2,3,1,1,3,3,1,1,4,5,1,1,1,5,5,5,5,2,2,1,1,1,Student,Associate's Degree,Technology,4-6 years,No,1,3,1,1,1,Single,ChatGPT,Mid,Academic-Student,Low,6
3.7,2,1,4,4,2,3,3,3,1,2,2,1,2,2,2,4,1,2,2,2,4,4,5,2,2,1,1,1,Student,Some College,Technology,4-6 years,Yes,2,3,1,1,1,Multiple,ChatGPT,Mid,Academic-Student,Low,7
3.933333333333333,5,1,5,4,1,3,5,5,2,1,1,2,4,4,4,5,3,3,1,5,1,5,4,1,2,2,2,1,Student,High School,Manufacturing,Less than 1 year,No,4,5,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,11
2.5,5,5,5,5,3,1,2,3,2,3,5,5,5,5,5,5,3,3,2,4,5,5,5,5,3,3,3,3,Student,Some College,Education,More than 10 years,Yes,1,4,4,2,1,Multiple,ChatGPT,Expert,Academic-Student,Medium,11
2.7,4,4,4,4,3,2,2,3,4,3,4,4,4,3,4,5,3,3,2,5,2,4,4,2,4,4,4,3,Student,Some College,Government,4-6 years,No,1,4,1,1,1,Single,ChatGPT,Mid,Academic-Student,Low,7
1.4,2,2,2,2,2,2,1,3,3,4,1,2,2,3,2,4,2,5,1,2,2,3,2,2,1,2,3,3,Student,High School,Healthcare,Less than 1 year,No,3,4,1,1,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,9
4.2,5,4,4,4,3,4,2,4,2,4,4,5,4,4,5,4,4,5,4,4,2,4,2,4,4,4,3,4,Student,Associate's Degree,Government,1-3 years,No,3,5,3,2,1,Multiple,ChatGPT,Early,Academic-Student,High,13
4.516666666666667,4,4,4,4,3,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,4,4,4,3,Student,Some College,Education,1-3 years,No,2,4,3,4,1,Multiple,ChatGPT,Early,Academic-Student,High,13
2.5833333333333335,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,5,3,4,4,4,4,4,Student,Some College,Education,Less than 1 year,Yes,4,3,4,3,1,Multiple,MSCopilot,Entry,Academic-Student,High,14
7.616666666666666,4,3,4,4,2,4,4,4,2,1,2,3,4,2,4,5,2,2,2,5,2,4,5,4,2,1,2,1,Student,Some College,Education,1-3 years,No,1,3,1,4,1,Multiple,Other,Early,Academic-Student,Medium,9
6.133333333333334,4,4,5,4,3,4,2,2,2,2,4,2,4,2,5,5,1,2,2,4,1,4,4,2,1,4,5,2,Student,Some College,Education,Less than 1 year,No,4,5,3,2,1,Multiple,ChatGPT,Entry,Academic-Student,High,14
1.7666666666666666,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,Student,Some College,Education,Less than 1 year,No,1,5,3,2,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,11
16.05,4,1,5,4,1,4,3,3,1,1,2,1,3,3,4,5,3,3,4,3,5,4,5,1,2,2,1,1,Student,Some College,Manufacturing,1-3 years,No,1,4,4,1,1,Multiple,ChatGPT,Early,Academic-Student,Medium,10
5.1,3,1,3,3,1,5,3,3,1,1,1,1,1,1,1,5,1,1,3,3,5,5,5,2,1,1,1,1,Student,Some College,Non-profit,4-6 years,Yes,2,1,1,1,1,Single,MSCopilot,Mid,Academic-Student,Low,5
1.8166666666666667,4,4,5,4,3,3,3,3,4,4,5,5,4,3,5,5,4,3,4,4,3,2,3,3,5,4,5,4,Student,Some College,Education,Less than 1 year,No,2,4,2,1,1,Multiple,ChatGPT,Entry,Academic-Student,Medium,9
3.9833333333333334,5,5,5,5,3,2,2,4,5,5,5,5,4,2,5,2,3,3,3,5,2,2,2,2,5,5,5,2,Student,Some College,Education,1-3 years,Prefer not to say,5,3,1,1,1,Multiple,MSCopilot,Early,Academic-Student,Medium,10
