,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,251,276,462.03825962630475,1.1213252548714081e-14,972.7585396233644,0.6971142115597431,0.5250226640979188,0.47771416450607807,0.5250226640979188,0.666946304344578,0.12040090208944779,82.33768611436255,184.1370208657428,7.831156942818724
