,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,251,276,465.5105060835954,4.9960036108132044e-15,1002.7860657212219,0.7048505520386841,0.5357828334513286,0.48954606387476773,0.5357828334513286,0.6754531966640509,0.12138734881344665,82.21998284462389,184.01931759600416,7.890008577688057
