Predictor,β_Academic,p_Acad,Sig_Acad,β_Professional,p_Prof,Sig_Prof,Δβ,z_diff,p_diff,Moderation
PerfExp,-0.22243396823541484,0.3659603658323287,,0.0655612234242278,0.6401608897203119,,0.2879951916596426,1.0177371001945412,0.3088029110485975,
EffortExp,0.09861715343558665,0.17913431446580974,,-0.040940988502524006,0.6530638974368279,,-0.13955814193811067,-1.171745655005169,0.24129918725172983,
SocialInf,0.02717159064762683,0.7488321124514226,,0.23066510346046903,0.1443909899076643,,0.2034935128128422,1.1496425372528618,0.250291130625641,
FacilCond,-0.030033700924706017,0.6968396244379211,,0.14534797023353327,0.22301326737651528,,0.17538167115823927,1.1840842801497111,0.23637970216635962,
HedonicMot,0.45836345169783654,0.017216982243716927,*,-0.25050166514091937,0.5739821595803658,,-0.7088651168387559,-1.4834100400386185,0.13796550152779874,
PriceValue,0.6177438405258902,0.003863482986268707,**,0.8313855749944848,0.10754565297962415,,0.2136417344685947,0.4791516022073821,0.6318307818358011,
Habit,0.07149260865825134,0.41524869281557675,,-0.09119954241031734,0.45440282634313967,,-0.16269215106856869,-1.0746000579589288,0.2825538258994329,
AITrust,0.014321824201468098,0.9181389583609674,,0.11509891080946598,0.16465547466923036,,0.10077708660799788,0.5599878348703298,0.5754877354588024,
