Metric,UTAUT2-Only,UTAUT2+Trust,Difference,Interpretation
χ²,244.62868307632382,241.58267323925892,-3.0460098370649007,→ Better
df,85.0,84.0,-1.0,
χ²/df,2.8779845067802805,2.875984205229273,-0.0020003015510074995,
CFI,0.9793179737869484,0.9795830616663123,0.0002650878793638567,≈ Similar
TLI,0.9669087580591175,0.9669440046026008,3.5246543483302695e-05,≈ Similar
RMSEA,0.059980592435618214,0.05994864029833619,-3.195213728202778e-05,≈ Similar
AIC,135.06451746433527,137.07616568550952,2.011648221174255,→ Better
BIC,424.71605702075004,430.9872867059892,6.271229685239177,→ Better
LogLik,0.46774126783235914,0.46191715724523696,-0.005824110587122178,
