Predictor,a (X→Trust),b (Trust→BI),c_prime (Direct),ab (Indirect),a sig,b sig,c_prime sig
PerfExp,1.0852351188262117,0.10584450741830373,1.0260176641629046,0.11486617658520469,*,,*
EffortExp,1.4858073769652678,0.14281130269432307,1.3450238144332043,0.21219008705724504,*,*,*
SocialInf,1.070552538878406,-0.0019546860792107735,1.1268450132734704,-0.002092594144809371,*,,*
FacilCond,1.3783161034279747,0.08625345727886717,1.3256019967898542,0.11888452914379949,*,,*
HedonicMot,0.9532336371067247,-0.0029802598880263194,1.0010335956957166,-0.0028408839725866087,*,,*
PriceValue,0.952081559694964,0.03119002756644966,0.9753343556117954,0.029695450092394316,*,,*
Habit,0.9292544501118416,0.026355051122685227,0.9424963463260871,0.024490548538680334,*,,*
