,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,251,276,1030.5962849768475,0.0,4701.041843191676,0.8238217145502643,0.7807727905103807,0.7589374110791438,0.7807727905103807,0.8062740765572628,0.11058116509484858,89.91689188253453,263.43880559529737,4.041554058732736
